stage_num,stage_id,candidate_id,split,attempt_name,symbol,period,model,deposit,leverage,optimization,execution_mode,use_local,use_remote,use_cloud,from_date,to_date,report,set_path,set_sha256,ini_path,ini_sha256,fixed_lot,max_positions,max_hold_bars,atr_sltp_enabled,atr_stop_multiplier,atr_take_profit_multiplier,model_backend,feature_count,decision_mode,entry_transition_only,reentry_cooldown,same_direction_reentry_cooldown,spread_identity,commission_identity,slippage_identity,swap_identity,runtime_dd_percent,proxy_dd,dd_basis_read,runtime_dd_gt10,runtime_trade_count,runtime_pf,runtime_net_profit
42,stage_frontier_42__short_pf_edge_timing_source_pivot_after_f41_exit_shape_negative,f40b_0010_session_morning_5_120_session_morning_5_120_hold12_s18_t86,oos,f66_f42_f40b_0010_session_morning_5_120_session_mor_5d171f61,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f42_f40b_0010_session_morning_5_120_session_mor_5d171f61,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f42_f40b_0010_session_morning_5_120_session_mor_5d171f61.set,23dc98718c07a57e2037673af6cd20759cbc6108a9e272da2eb4c90b68ea8112,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f42_f40b_0010_session_morning_5_120_session_mor_5d171f61.ini,d0bbc7fd3c9139bc44fdafd059486e5036b0b2db9664e4a5bc6578c1897c197e,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,22.51,6.519356916272667,runtime_breaks_dd10_proxy_under10,true,574,0.94,-67.31
43,stage_frontier_43__short_pf_edge_trade_shape_source_pivot_after_f42_timing_negative,f43s_0039_initial_hold08_s16_t82,validation_is,f66_f43_f43s_0039_initial_hold08_s16_t82_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f43_f43s_0039_initial_hold08_s16_t82_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f43_f43s_0039_initial_hold08_s16_t82_validation_is.set,a3e3b17e20aa8b095e2922a5a032411b82267cd3c61c5bffa219e49268918f03,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f43_f43s_0039_initial_hold08_s16_t82_validation_is.ini,3d0f26527b0121f8828a89bce4f83fd7879ee07577929a9987b8bbdbabee6921,0.1,1,8,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,38.4,8.343153154726302,runtime_breaks_dd10_proxy_under10,true,1091,0.91,-141.97
43,stage_frontier_43__short_pf_edge_trade_shape_source_pivot_after_f42_timing_negative,f43s_0039_initial_hold08_s16_t82,oos,f66_f43_f43s_0039_initial_hold08_s16_t82_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f43_f43s_0039_initial_hold08_s16_t82_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f43_f43s_0039_initial_hold08_s16_t82_oos.set,6c1e9ad32064b1a5abeec4bc34b5b707d3ca0b6b746e99856a0a9803a91328ce,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f43_f43s_0039_initial_hold08_s16_t82_oos.ini,313614ee85c3e116288c4f16c43fecb672f6886df39be0eae99adde8f38877ae,0.1,1,8,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,16.23,6.0925651222027755,runtime_breaks_dd10_proxy_under10,true,744,1.13,153.93
44,stage_frontier_44__short_pf_edge_label_model_pivot_after_f43_trade_shape_negative,f44b_0001,validation_is,f66_f44_f44b_0001_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f44_f44b_0001_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f44_f44b_0001_validation_is.set,ee8fa65c6c1f7f9e246db7712e429bb20bd02baa7f57d44351b78d7b9afd3b78,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f44_f44b_0001_validation_is.ini,4552eb69dc32efe660c09cb145d324cb78b34c118b6c075b5d3acc24af1bf112,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,7.94,,missing_dd_basis,false,440,1.16,91.98
44,stage_frontier_44__short_pf_edge_label_model_pivot_after_f43_trade_shape_negative,f44b_0001,oos,f66_f44_f44b_0001_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f44_f44b_0001_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f44_f44b_0001_oos.set,724a592da6ce6c69b500e78eb4c8792c0c2aed01055efacd0d307e5596395507,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f44_f44b_0001_oos.ini,168db75068f5ed2d3a799bb523cfdc10900011da1959c8be8c58e29c60ea37d7,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,10.81,,missing_dd_basis,true,328,1.07,33.43
45,stage_frontier_45__short_pf_edge_event_utility_model_pivot_after_f44_label_model_memory,f45b_0001,validation_is,f66_f45_f45b_0001_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f45_f45b_0001_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f45_f45b_0001_validation_is.set,d1843e3a7c08f4ab9c2c6718175b1e4844daa620fdce6811704ce0d5923f845f,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f45_f45b_0001_validation_is.ini,751dd83fffc0c032b0b2521fee6e8de231885de253ca162c337eba7655361b82,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,14.88,,missing_dd_basis,true,344,1.18,80.47
45,stage_frontier_45__short_pf_edge_event_utility_model_pivot_after_f44_label_model_memory,f45b_0001,oos,f66_f45_f45b_0001_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f45_f45b_0001_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f45_f45b_0001_oos.set,93a551b8036ceb5d87a8fb4e11e030a7e39dbd223b322b75abd496888ff35d3c,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f45_f45b_0001_oos.ini,f076adb0572c15e22860d071953fc96a8f1877ac3a91696be854630d251ac83c,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,16.08,,missing_dd_basis,true,318,0.98,-11.19
46,stage_frontier_46__short_pf_edge_event_sequence_context_pivot_after_f45_event_classifier_memory,f46b_0001,validation_is,f66_f46_f46b_0001_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f46_f46b_0001_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f46_f46b_0001_validation_is.set,ad6e345fd170fa461c37bfc787c4c1ff0b9b40d5397df02a2c48fd605db06a65,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f46_f46b_0001_validation_is.ini,8a2bd60b4abef724a5baedde73844f749f8d15467835a9cabcd39a3ee04fafc2,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,33.67,24.590590885523888,runtime_worse_lt10pp,true,514,0.88,-131.12
46,stage_frontier_46__short_pf_edge_event_sequence_context_pivot_after_f45_event_classifier_memory,f46b_0001,oos,f66_f46_f46b_0001_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f46_f46b_0001_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f46_f46b_0001_oos.set,cff69d8500bb073bb46cfffbf5f4d20bf2e0750623825d77ec00909ffa473b18,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f46_f46b_0001_oos.ini,70bee702e9e4fb54f211c377556048b7ed389dcfd9ec9503cac4e56985688273,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,36.6,16.74521883449449,runtime_much_worse_ge10pp,true,400,0.84,-153.92
47,stage_frontier_47__short_pf_edge_sequence_state_risk_budget_after_f46_sequence_context_memory,f47b_0001,validation_is,f66_f47_f47b_0001_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f47_f47b_0001_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f47_f47b_0001_validation_is.set,75a5c362fd9dd10442e13a2644ecfb8ca63b1ddec238cb343967ee7e2520e74a,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f47_f47b_0001_validation_is.ini,c693937913b874870821c4cff4744b2af3fa94b25331facb4f835e16d94b5266,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,20.16,8.848376547242854,runtime_breaks_dd10_proxy_under10,true,480,0.98,-17.46
47,stage_frontier_47__short_pf_edge_sequence_state_risk_budget_after_f46_sequence_context_memory,f47b_0001,oos,f66_f47_f47b_0001_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f47_f47b_0001_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f47_f47b_0001_oos.set,5f578488f25fc0845b42f187146e13798d541d663666a37944176ec6aa9bb867,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f47_f47b_0001_oos.ini,f4587fdee6c4e3737efb19fcf810e1a4714be8f74f3fe5154ea813ed2ed5f33d,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,10.95,5.670355235945479,runtime_breaks_dd10_proxy_under10,true,311,1.07,37.53
48,stage_frontier_48__short_pf_edge_event_rarity_risk_sizing_after_f47_state_budget_memory,f48b_0001,validation_is,f66_f48_f48b_0001_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f48_f48b_0001_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f48_f48b_0001_validation_is.set,ebce3902c33e9966d6673b07cd3d9f0f808a26535e4b0f86cbdfdcacce28bcbb,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f48_f48b_0001_validation_is.ini,28f5a0d0966fdbea942dec42b1714b6c36c502c9b307439b811ca3fd9efbcb11,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,16.65,9.32068457099996,runtime_breaks_dd10_proxy_under10,true,485,1.0,-3.3
48,stage_frontier_48__short_pf_edge_event_rarity_risk_sizing_after_f47_state_budget_memory,f48b_0001,oos,f66_f48_f48b_0001_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f48_f48b_0001_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f48_f48b_0001_oos.set,72d5184374f9ce0a721485c377beeca5e1fffeb1ece50837375895a0ea710a78,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f48_f48b_0001_oos.ini,82c78234bd6a050e1f83f7ae7fed270053b5a2c384b7e9e4e0491ab18f1b251a,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,11.05,5.569138002438323,runtime_breaks_dd10_proxy_under10,true,299,1.15,79.02
49,stage_frontier_49__short_pf_edge_forward_floor_state_machine_after_f48_event_risk_memory,f49c_0001,validation_is,f66_f49_f49c_0001_validation_is,US100,M5,4,500,1:100,0,0,1,0,0,2025.01.02,2025.10.01,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f49_f49c_0001_validation_is,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f49_f49c_0001_validation_is.set,4f1ebdddfef9d3ced40efe0393578d5e07152b341d4a08dfbae0a74cc637ff12,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f49_f49c_0001_validation_is.ini,9f0d511855bcb215d5f198a0d8d72753df2adc8eca2a045fff3ba76c4d2c0a5b,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,24.97,11.05877842171833,runtime_much_worse_ge10pp,true,450,0.9,-75.28
49,stage_frontier_49__short_pf_edge_forward_floor_state_machine_after_f48_event_risk_memory,f49c_0001,oos,f66_f49_f49c_0001_oos,US100,M5,4,500,1:100,0,0,1,0,0,2025.10.01,2026.04.14,Project_Obsidian_Prime_v2_frontier66C_proxy_signal_mt5_backfill_v1_f66_f49_f49c_0001_oos,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f49_f49c_0001_oos.set,cea6573ea07f2518f2254490138c4181d7e65000f35dda924ab1041243062697,stages/stage_frontier_66__runtime_probe_backfill_gap_audit_frontier02_to_64/02_runs/frontier66C_proxy_signal_mt5_backfill_v1/mt5/f66_f49_f49c_0001_oos.ini,0c6e59b6e019e76715c8e3b5631aa946c63de95f7f45115b867a2c289fa98299,0.1,1,12,true,1,1,ebm_table,1,argmax,false,0,0,missing,missing,missing,missing,25.27,8.72415887690331,runtime_breaks_dd10_proxy_under10,true,261,0.93,-36.6
