rank,selection_label,development_score,run_number,variant_id,validation_trades_per_day,oos_trades_per_day,validation_pf,oos_pf,validation_net,oos_net,validation_drawdown,oos_drawdown,validation_cost_stressed_expectancy,oos_cost_stressed_expectancy,validation_same_move_ratio,oos_same_move_ratio,validation_cooldown12_trades_per_day,oos_cooldown12_trades_per_day,validation_mfe_capture,oos_mfe_capture,tier_a_validation_net,tier_a_oos_net,tier_b_validation_net,tier_b_oos_net,failure_reasons,source_summary_path,notes
117,reference_only,31.399517,run50N,c6s350l250_a_sadx,5.693989,3.717949,1.080000,1.250000,236.570000,514.230000,267.510000,156.560000,,,,,,,,,236.570000,514.230000,-45.010000,18.420000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50N_summary.csv,six-bar cooldown with short-side ADX 20-25 block; matched A-only read for Tier B comparison
118,failure_memory,31.347475,run50BL,et40h6sd3_s260l170_r001_a,5.994536,4.405128,1.020000,1.240000,65.680000,503.790000,340.900000,157.650000,,,,,,,,,65.680000,503.790000,-16.210000,8.190000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BL_summary.csv,run50BH anchor thresholds with same-direction-only cooldown3; checks whether anchor quality survives real-density guard pressure
119,reference_only,31.314630,run50AU,qda85_s800_flat_trans_r030_h8,6.382514,4.158974,1.160000,1.070000,479.460000,150.800000,329.790000,173.080000,,,,,,,,,490.610000,97.660000,,,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AU_summary.csv,QDA q85 secondary threshold 0.800 tests whether lower threshold creates real OOS density without low-confidence handoff damage.
120,reference_only,30.992118,run50AT,et20h6_r030_b,5.983607,4.271795,1.130000,1.130000,346.020000,249.830000,267.210000,279.370000,,,,,,,,,351.160000,215.590000,-80.990000,13.500000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AT_summary.csv,matched A+B comparison for leaf20 0.030 rearm; checks Tier B under the quality branch
121,reference_only,30.990546,run50AS,et40h8_r030_a,5.398907,3.641026,1.040000,1.340000,109.060000,592.960000,359.520000,183.910000,,,,,,,,,109.060000,592.960000,-18.860000,-5.440000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AS_summary.csv,hold8 control with 0.030 confidence rearm to test whether longer lifecycle reduces split re-entry pressure
122,reference_only,30.922659,run50BN,v45_v22_midcov_et40_veto_conflict_h2c0_with_b,6.617486,3.892308,1.020000,1.020000,28.250000,18.460000,140.670000,130.050000,-0.476672,-0.475679,0.246078,0.214756,4.989071,3.056410,0.591024,0.621610,161.560000,-9.550000,-133.590000,-153.030000,oos_density;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BN_summary.csv,Matched Tier B fallback audit for the ExtraTrees conflict-veto context branch.
123,failure_memory,30.848748,run50BI,et40h4c3_s240l150_r005_a,5.617486,4.123077,0.920000,1.340000,-186.860000,545.530000,286.360000,176.330000,,,,,,,,,-186.860000,545.530000,-87.870000,8.490000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BI_summary.csv,same threshold as the main micro-cooldown branch with stronger rearm quality guard
124,failure_memory,30.809563,run50BL,et40h4sd3_s250l160_r001_a,6.333333,4.707692,1.000000,1.210000,-3.730000,412.040000,248.970000,114.840000,,,,,,,,,-3.730000,412.040000,-87.870000,8.870000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BL_summary.csv,hold4 control for same-direction-only cooldown3; balances run50BH quality and run50BI density
125,reference_only,30.743990,run50AU,qda85_s850_flat_trans_r030_h8,6.382514,4.148718,1.160000,1.050000,479.460000,119.000000,329.790000,200.550000,,,,,,,,,490.610000,97.660000,,,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AU_summary.csv,QDA q85 secondary threshold 0.850 under primary-flat/no-position with transition re-entry guard.
126,reference_only,30.735646,run50E,d340h06_ab_b040,6.934426,5.282051,1.060000,1.030000,202.830000,99.770000,264.890000,194.370000,,,,,,,,,288.770000,44.910000,206.500000,-171.980000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50E_summary.csv,matched dense A+B comparison with stricter Tier B
127,reference_only,30.679348,run50V,nfv_h6_s39l23_bma,7.103825,5.287179,1.050000,1.030000,171.170000,96.880000,256.520000,263.970000,,,,,,,,,175.090000,64.120000,129.220000,-33.040000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50V_summary.csv,shortened-id stronger short filter with macro-missing Tier B fallback
128,reference_only,30.578167,run50P,nf_h10c0_s400l300_b_sadx,7.786885,5.307692,1.040000,0.980000,150.620000,-80.510000,246.490000,306.990000,,,,,,,,,51.310000,-179.240000,-22.710000,-36.420000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50P_summary.csv,lower non-flat threshold density pressure with short ADX block and B045 fallback
129,reference_only,30.573297,run50V,nfv_h6_s37l24_bcm,7.054645,5.297436,1.040000,1.040000,153.960000,107.690000,256.520000,267.280000,,,,,,,,,125.650000,92.040000,-81.760000,10.050000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50V_summary.csv,shortened-id repair of run50U gated Tier B core-or-mixed fallback
130,failure_memory,30.436458,run50BJ,s45c04_h4c2,6.754098,4.143590,0.910000,1.030000,-225.980000,59.700000,380.040000,167.190000,-0.682832,-0.426114,0.424757,0.386139,3.885246,2.543590,0.588126,0.608092,-269.420000,117.050000,89.730000,58.410000,oos_density;validation_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BJ_summary.csv,Cooldown2 interpolation for the Stage45 volatility expansion source.
131,reference_only,30.368602,run50V,nfv_h6_s39l23_bcm,6.934426,5.200000,1.060000,1.030000,203.400000,79.770000,256.520000,269.450000,,,,,,,,,175.090000,64.120000,-81.760000,10.050000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50V_summary.csv,shortened-id stronger short filter with gated Tier B core-or-mixed fallback
132,reference_only,30.334102,run50V,nfv_h6_s39l23_bmx,6.934426,5.200000,1.060000,1.030000,199.260000,79.770000,256.520000,269.450000,,,,,,,,,175.090000,64.120000,-97.630000,10.050000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50V_summary.csv,shortened-id stronger short filter with mixed-only Tier B fallback
133,reference_only,30.332148,run50AL,nfal_s33l20_r040,5.530055,3.651282,1.160000,1.180000,373.470000,310.990000,240.800000,121.110000,,,,,,,,,367.320000,311.210000,-82.210000,5.240000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AL_summary.csv,run50X anchor with stricter 0.040 confidence pulse rearm
134,reference_only,30.271023,run50U,nf_vollow_h06_s410l220_b,6.961749,5.256410,1.060000,1.020000,196.110000,68.670000,256.520000,259.920000,,,,,,,,,167.070000,34.530000,69.870000,-49.910000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50U_summary.csv,hold6 vol_low block with maximum short quality pressure and long density pressure; B045 fallback
135,reference_only,30.259615,run50M,nf150_c6_h10_s350l250_aonly,6.404372,4.184615,1.010000,1.200000,35.340000,452.980000,354.350000,147.120000,,,,,,,,,35.340000,452.980000,113.930000,16.670000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50M_summary.csv,six-bar cooldown with lower thresholds to test whether OOS density can recover without further quality collapse
136,reference_only,30.239880,run50AH,c025s25a,5.377049,3.553846,1.180000,1.160000,449.960000,294.180000,216.700000,292.920000,,,,,,,,,449.960000,294.180000,-83.930000,-10.430000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AH_summary.csv,A-only C=0.25 model-axis perturbation after run50AG threshold saturation
137,reference_only,30.187987,run50AT,et20h6_r030_a,5.945355,4.189744,1.130000,1.110000,351.160000,215.590000,267.210000,275.960000,,,,,,,,,351.160000,215.590000,-80.990000,13.500000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AT_summary.csv,leaf20 ExtraTrees with run50AS quality rearm; tests whether finer probability shape keeps PF while adding OOS density
138,reference_only,30.187987,run50AT,et20h6_r030_s24l15_a,5.945355,4.189744,1.130000,1.110000,351.160000,215.590000,267.210000,275.960000,,,,,,,,,351.160000,215.590000,-80.990000,13.500000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AT_summary.csv,leaf20 0.030 rearm with lower thresholds; tests whether threshold relaxation stops saturating after granularity change
139,reference_only,30.184747,run50BB,v14_slot30_early_mid_bias_h2c0_no_b,4.693989,3.184615,1.120000,1.160000,237.410000,236.340000,390.890000,187.940000,-0.223620,-0.119420,0.253783,0.244767,3.502732,2.405128,0.600223,0.602516,237.410000,236.340000,301.810000,-223.540000,validation_density;oos_density;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BB_summary.csv,Early/mid/late bias source without runtime cooldown to test density recovery while Tier B remains disabled.
140,reference_only,30.177949,run50AL,nfal_s33l20_r060,4.857923,3.292308,1.190000,1.250000,383.210000,390.950000,183.190000,110.300000,,,,,,,,,368.930000,385.360000,-82.210000,5.240000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AL_summary.csv,run50X anchor with sparse 0.060 confidence pulse rearm
141,reference_only,30.082195,run50K,nf150_h10_s420l360_b045,7.704918,5.323077,1.030000,0.980000,120.560000,-53.420000,284.390000,365.340000,,,,,,,,,20.680000,-81.840000,136.230000,-38.170000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50K_summary.csv,matched A-only/A+B comparison for Tier B disablement under non-flat weighted model
142,failure_memory,30.033497,run50BN,v44_v22_topup_et40_veto_conflict_h2c0_no_b,5.508197,3.538462,1.150000,0.930000,222.350000,-80.450000,117.590000,206.730000,-0.279415,-0.616594,0.186508,0.171014,4.480874,2.933333,0.590452,0.600603,222.350000,-80.450000,-223.280000,-204.550000,oos_density;oos_net_positive;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BN_summary.csv,Higher-coverage v22 slot 3/5/8 top-up uses ExtraTrees as a conflict veto; Tier B disabled.
143,failure_memory,30.011464,run50AW,s45c04_h4c6,5.535519,3.553846,0.980000,1.180000,-32.280000,246.330000,203.690000,150.770000,-0.531866,-0.144545,0.318855,0.305916,3.770492,2.466667,0.593277,0.608904,61.870000,202.670000,141.260000,49.350000,oos_density;validation_net_positive;validation_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AW_summary.csv,Stage45 realized-vol expansion source; tests broader volatility-event density.
144,reference_only,29.932442,run50E,d350h06_ab_b040,6.732240,5.148718,1.060000,1.030000,199.140000,95.600000,281.950000,182.620000,,,,,,,,,280.640000,10.530000,206.500000,-171.980000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50E_summary.csv,matched A+B comparison with stricter Tier B
145,reference_only,29.920281,run50Z,nfz_s28l15_c3_l35_a,6.213115,4.179487,1.060000,1.160000,157.120000,333.120000,259.270000,190.200000,,,,,,,,,157.120000,333.120000,4.050000,-1.130000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Z_summary.csv,partial buy ADX reintroduction: allow buy ADX below 35
146,failure_memory,29.775694,run50BM,et30h6sd2_s230l140_r015_a,5.781421,4.158974,1.020000,1.230000,67.390000,455.260000,346.350000,242.730000,,,,,,,,,67.390000,455.260000,-16.210000,13.500000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BM_summary.csv,leaf30 middle granularity with same-direction cooldown2; control against leaf20 noise and leaf40 density collapse
147,reference_only,29.744220,run50AP,inv3_s048l040_h2_b060,8.109290,5.410256,0.870000,1.000000,-431.850000,-2.000000,543.350000,210.630000,,,,,,,,,-360.080000,-45.530000,0.000000,-21.340000,inconclusive_stage56_lgbm_fwd6_density_branch_mt5_runtime_probe_completed,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AP_summary.csv,shorter hold2 with long-side density pressure; tests whether same-move split ratio falls when lifecycle is tighter
148,reference_only,29.685862,run50E,d340h06_aonly,6.633880,4.958974,1.080000,1.020000,288.770000,44.910000,264.890000,211.240000,,,,,,,,,288.770000,44.910000,206.500000,-171.980000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50E_summary.csv,prior dense frontier retest with B disabled
149,reference_only,29.680044,run50U,nf_vollow_h06_s370l240_a,7.010929,5.225641,1.030000,1.030000,125.650000,92.040000,260.650000,259.360000,,,,,,,,,125.650000,92.040000,69.870000,-49.910000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50U_summary.csv,hold6 vol_low block with mild short threshold filter; Tier B disabled comparison
150,failure_memory,29.633331,run50BL,et40h3sd2_s240l150_r001_a,7.081967,5.307692,0.920000,1.070000,-226.700000,146.420000,369.670000,177.060000,,,,,,,,,-226.700000,146.420000,-73.210000,1.810000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BL_summary.csv,run50BI raw-density control with same-direction-only cooldown2; tests whether opposite reversals preserve OOS density
151,reference_only,29.595406,run50AL,nfal_s33l20_r040l40,5.300546,3.574359,1.150000,1.190000,347.360000,324.450000,229.040000,161.710000,,,,,,,,,335.880000,333.320000,-65.420000,6.630000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AL_summary.csv,confidence rearm plus long ADX 40+ OOS damage firewall
152,reference_only,29.563223,run50AR,et40s25_c4_h8_a,5.420765,3.923077,1.010000,1.280000,29.910000,554.970000,401.370000,189.120000,,,,,,,,,29.910000,554.970000,-1.060000,6.010000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AR_summary.csv,run50AQ et40s25a with half cooldown to test density recovery against same-move split trading
153,reference_only,29.506278,run50B,d34h06,6.633880,4.958974,1.080000,1.010000,286.150000,42.780000,,,,,,,,,,,,,,,density_or_quality_inconclusive_runtime_probe_only,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50B_tier_a_dense_engine_grid_summary.csv,
154,reference_only,29.475349,run50U,nf_vollow_h06_s390l230_a,6.890710,5.128205,1.050000,1.020000,175.090000,64.120000,256.520000,261.530000,,,,,,,,,175.090000,64.120000,69.870000,-49.910000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50U_summary.csv,hold6 vol_low block with stronger short threshold filter; Tier B disabled comparison
155,failure_memory,29.465329,run50BJ,s45c04_h4c4,6.103825,3.820513,0.930000,1.080000,-157.700000,120.930000,360.010000,174.280000,-0.641182,-0.337678,0.367950,0.347651,3.857923,2.492308,0.596655,0.617574,-229.260000,195.040000,94.300000,100.440000,oos_density;validation_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BJ_summary.csv,Cooldown4 stress for the Stage45 volatility expansion source; checks whether real density survives without c6 collapse.
156,reference_only,29.369826,run50P,nf_h10c2_s390l280_b_sadx,7.136612,4.758974,1.030000,1.050000,116.660000,140.040000,270.680000,250.380000,,,,,,,,,54.490000,71.670000,-40.500000,5.000000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50P_summary.csv,two-bar cooldown survival pressure on non-flat side ADX density repair with B045 fallback
157,reference_only,29.318529,run50E,d335h06_aonly,6.693989,4.979487,1.070000,1.020000,232.860000,50.560000,264.890000,209.090000,,,,,,,,,232.860000,50.560000,206.500000,-171.980000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50E_summary.csv,extra density pressure with B disabled
158,reference_only,29.297438,run50T,nf_vollow_h06_s350l240_a,7.054645,5.241026,1.020000,1.030000,84.060000,87.010000,295.940000,259.360000,,,,,,,,,84.060000,87.010000,69.870000,-49.910000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50T_summary.csv,hold6 compression after vol_low block; Tier B disabled comparison
159,reference_only,29.168032,run50AK,nfak_s33l20_tr_s2030,4.530055,3.030769,1.210000,1.270000,378.230000,369.490000,175.150000,120.320000,,,,,,,,,362.650000,342.430000,-82.210000,5.240000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AK_summary.csv,run50X density anchor retest with entry-transition gate and no fixed cooldown
160,reference_only,29.168032,run50AK,nfak_s30l18_tr_s2030,4.530055,3.030769,1.210000,1.270000,378.230000,369.490000,175.150000,120.320000,,,,,,,,,362.650000,342.430000,-82.210000,5.240000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AK_summary.csv,lower thresholds to recover real density after transition-only gating
161,reference_only,29.168032,run50AK,nfak_s28l16_tr_s2030,4.530055,3.030769,1.210000,1.270000,378.230000,369.490000,175.150000,120.320000,,,,,,,,,362.650000,342.430000,-82.210000,5.240000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AK_summary.csv,aggressive density pressure to test whether transition gating finds new moves
162,reference_only,29.147651,run50P,nf_h10c0_s420l360_b_sadx,7.284153,5.061538,1.040000,1.000000,173.460000,-10.970000,206.960000,320.370000,,,,,,,,,-12.220000,-168.440000,-22.710000,-36.420000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50P_summary.csv,run50K dense non-flat threshold with short ADX block and B045 fallback
163,reference_only,29.085685,run50AR,et40adxweak_c0_h8_a,4.961749,3.492308,1.000000,1.360000,-0.320000,646.970000,445.070000,174.670000,,,,,,,,,-0.320000,646.970000,-84.920000,-4.810000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AR_summary.csv,block short ADX<=25 and long ADX<20 after run50AQ validation weak-trend damage; cooldown0 tests if density can recover
164,reference_only,29.077817,run50R,nf_adxblk_c0_s380l270_b,7.655738,5.164103,1.000000,1.020000,1.240000,67.890000,281.890000,319.830000,,,,,,,,,-65.300000,38.740000,-26.530000,-28.310000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50R_summary.csv,lower no-cooldown density recovery after both-side ADX 20-25 block; B045 fallback
165,reference_only,29.064603,run50Q,nf_h10c1_s390l280_b_sadx,7.530055,5.102564,1.000000,1.030000,-8.430000,99.370000,288.320000,278.000000,,,,,,,,,-50.680000,-4.220000,-42.790000,-36.330000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50Q_summary.csv,run50P two-bar quality threshold relaxed to one-bar cooldown with B045 fallback
166,reference_only,29.028935,run50BB,v16_slot30_cycle_dense_h2c0_no_b,4.644809,3.184615,1.130000,1.060000,246.320000,99.180000,394.100000,296.840000,-0.210212,-0.340290,0.052941,0.064412,4.398907,2.979487,0.584106,0.600578,246.320000,99.180000,226.040000,-149.950000,validation_density;oos_density;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BB_summary.csv,Side-spaced dense cycle without runtime cooldown to test whether audit cooldown still preserves enough OOS density.
167,reference_only,28.994628,run50AR,et40s25_c4_h6_a,5.595628,4.117949,0.910000,1.250000,-238.570000,481.020000,406.970000,188.010000,,,,,,,,,-238.570000,481.020000,2.330000,-11.350000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AR_summary.csv,hold6 plus cooldown4 to compare density and same-move survival against cooldown0
168,reference_only,28.936539,run50X,nfx_s33l20_c3_s2030l30p,5.437158,3.810256,1.190000,1.080000,444.730000,171.660000,249.520000,195.170000,,,,,,,,,381.440000,166.440000,3.920000,5.890000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50X_summary.csv,density pressure with broader long ADX 30+ firewall
169,failure_memory,28.914554,run50BP,v57_et40_slot25_prob035_h2c0_no_b,7.180328,5.538462,0.940000,1.000000,-161.110000,8.110000,478.830000,286.350000,-0.622610,-0.492491,0.703957,0.743519,2.125683,1.420513,0.614573,0.601019,-161.110000,8.110000,-78.920000,-2.080000,validation_net_positive;validation_pf;oos_pf;cost_stressed_expectancy;same_move_density,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BP_summary.csv,Use the first run50BH ExtraTrees signal with decision probability >= 0.35 in each 25-minute slot.
170,reference_only,28.891602,run50K,nf150_h10_s400l300_aonly,7.459016,5.205128,1.020000,0.960000,86.490000,-145.520000,337.300000,304.510000,,,,,,,,,86.490000,-145.520000,136.230000,-38.170000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50K_summary.csv,stronger density pressure under non-flat weighted model and hold10
171,reference_only,28.838569,run50X,nfx_s35l22_c2_s2030l30p,6.010929,4.082051,1.130000,1.060000,357.490000,147.900000,195.330000,278.260000,,,,,,,,,305.460000,126.550000,-58.260000,3.360000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50X_summary.csv,stress test broader long ADX 30+ firewall after OOS buy downtrend damage
172,reference_only,28.728372,run50AU,qda85_s800_flat_trans_r030_h6,6.726776,4.405128,1.060000,1.070000,165.430000,142.010000,389.140000,179.140000,,,,,,,,,175.990000,137.890000,,,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AU_summary.csv,Hold-6 with QDA 0.800; broad density-pressure branch.
173,failure_memory,28.596285,run50BM,et20h6sd2_s240l150_r015_a,6.043716,4.425641,1.100000,1.060000,273.230000,135.340000,255.610000,259.420000,,,,,,,,,273.230000,135.340000,-16.210000,13.500000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BM_summary.csv,run50AT leaf20 source with lower thresholds plus same-direction-only cooldown2; tests density recovery without generic cooldown damage
174,failure_memory,28.596285,run50BM,et20h6sd2_s220l130_r015_a,6.043716,4.425641,1.100000,1.060000,273.230000,135.340000,255.610000,259.420000,,,,,,,,,273.230000,135.340000,-16.210000,13.500000,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50BM_summary.csv,leaf20 lower threshold expansion checks whether OOS trades/day can clear five after same-direction cooldown2
175,reference_only,28.452361,run50R,nf_adxblk_c1_s380l270_b,7.180328,4.851282,0.980000,1.050000,-64.240000,151.620000,389.650000,297.280000,,,,,,,,,-193.200000,120.790000,-46.610000,-33.450000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50R_summary.csv,lower threshold to recover density after both-side ADX 20-25 block; B045 fallback
176,reference_only,28.407872,run50AU,qda85_s850_flat_trans_r030_h6,6.726776,4.405128,1.060000,1.060000,165.430000,120.350000,389.140000,198.550000,,,,,,,,,175.990000,137.890000,,,weak_dense_engine_candidate_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50AU_summary.csv,Hold-6 lifecycle compression with QDA 0.850 to test whether density can recover without fixed cooldown.
177,reference_only,28.385156,run50E,d350h06_aonly,6.448087,4.841026,1.080000,1.000000,280.640000,10.530000,279.960000,199.970000,,,,,,,,,280.640000,10.530000,206.500000,-171.980000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50E_summary.csv,near d35h07 density with A-only routing
178,reference_only,28.217775,run50G,s390l330h06_b045,6.005464,4.594872,1.080000,1.040000,274.440000,109.520000,257.480000,312.340000,,,,,,,,,287.070000,58.600000,66.210000,-49.700000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50G_summary.csv,stronger short filter plus lower long threshold with stricter Tier B
179,reference_only,28.217775,run50H,s390l320h06_b045,6.005464,4.594872,1.080000,1.040000,274.440000,109.520000,257.480000,312.340000,,,,,,,,,287.070000,58.600000,66.210000,-49.700000,quality_or_density_inconclusive_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50H_summary.csv,d390h10-quality short filter with lower long threshold plus strict Tier B
180,reference_only,28.176065,run50W,nfw_s37l24_c0_sadxlgt,6.655738,4.430769,0.990000,1.110000,-40.760000,269.720000,382.870000,350.510000,,,,,,,,,-2.570000,277.320000,-59.180000,4.530000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50W_summary.csv,run50V threshold with short ADX 20-25 and long ADX >25 firewalls
181,reference_only,28.105700,run50R,nf_adxblk_c1_s390l280_b,7.038251,4.753846,0.980000,1.060000,-67.370000,156.550000,372.530000,296.990000,,,,,,,,,-223.820000,69.690000,-46.610000,-33.450000,quality_failed_actual_routed_mt5,stages/56_base_engine__dense_tier_a_engine_and_tier_b_fallback_selection/03_reviews/run50R_summary.csv,run50Q best threshold with one-bar cooldown and both-side ADX 20-25 block; B045 fallback
