side,pnl,entry_hour,entry_month,entry_quarter,source,entry_time,exit_time
long,3.94,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-06 17:45:00,2025-08-06 18:15:00
long,3.44,18,2025-08,2025Q3,parent_kept(부모 유지),2025-08-06 18:20:00,2025-08-06 18:50:00
long,-2.85,16,2025-08,2025Q3,parent_kept(부모 유지),2025-08-07 16:40:00,2025-08-07 17:10:00
long,-3.06,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-07 17:15:00,2025-08-07 17:45:00
long,-3.88,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-07 17:50:00,2025-08-07 18:20:00
long,-5.53,18,2025-08,2025Q3,parent_kept(부모 유지),2025-08-07 18:25:00,2025-08-07 19:00:00
long,8.72,16,2025-08,2025Q3,parent_kept(부모 유지),2025-08-08 16:40:00,2025-08-08 17:10:00
long,6.97,18,2025-08,2025Q3,parent_kept(부모 유지),2025-08-08 18:45:00,2025-08-08 19:30:00
long,1.56,16,2025-08,2025Q3,parent_kept(부모 유지),2025-08-11 16:45:00,2025-08-11 17:15:00
long,-10.25,16,2025-08,2025Q3,parent_kept(부모 유지),2025-08-12 16:40:00,2025-08-12 17:10:00
long,4.14,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-12 17:15:00,2025-08-12 17:55:00
long,12.24,18,2025-08,2025Q3,parent_kept(부모 유지),2025-08-12 18:00:00,2025-08-12 20:05:00
long,-8.25,16,2025-08,2025Q3,parent_kept(부모 유지),2025-08-13 16:50:00,2025-08-13 17:40:00
long,-3.55,18,2025-08,2025Q3,parent_kept(부모 유지),2025-08-13 18:00:00,2025-08-13 18:30:00
long,-0.85,19,2025-08,2025Q3,parent_kept(부모 유지),2025-08-13 19:00:00,2025-08-13 19:40:00
long,-1.28,16,2025-08,2025Q3,parent_kept(부모 유지),2025-08-14 16:45:00,2025-08-14 17:15:00
long,0.86,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-14 17:25:00,2025-08-14 18:05:00
short,-5.207,17,2025-08,2025Q3,synthetic_short(합성 숏),2025-08-15 17:00:00,2025-08-15 17:30:00
long,-0.52,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-15 17:55:00,2025-08-15 18:25:00
long,-3.68,18,2025-08,2025Q3,parent_kept(부모 유지),2025-08-15 18:35:00,2025-08-15 19:05:00
long,-3.77,16,2025-08,2025Q3,parent_kept(부모 유지),2025-08-18 16:40:00,2025-08-18 17:10:00
long,0.16,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-18 17:30:00,2025-08-18 18:00:00
short,7.705,17,2025-08,2025Q3,synthetic_short(합성 숏),2025-08-20 17:00:00,2025-08-20 17:30:00
long,-0.36,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-21 17:15:00,2025-08-21 17:45:00
long,-1.8,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-21 17:50:00,2025-08-21 18:20:00
long,22.72,16,2025-08,2025Q3,parent_kept(부모 유지),2025-08-22 16:55:00,2025-08-22 17:25:00
long,4.79,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-22 17:30:00,2025-08-22 18:00:00
long,-1.02,18,2025-08,2025Q3,parent_kept(부모 유지),2025-08-22 18:10:00,2025-08-22 18:45:00
long,-4.38,19,2025-08,2025Q3,parent_kept(부모 유지),2025-08-22 19:05:00,2025-08-22 19:45:00
long,7.41,19,2025-08,2025Q3,parent_kept(부모 유지),2025-08-22 19:55:00,2025-08-22 21:00:00
long,0.71,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-25 17:05:00,2025-08-25 17:40:00
long,2.07,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-26 17:20:00,2025-08-26 17:50:00
long,-6.85,16,2025-08,2025Q3,parent_kept(부모 유지),2025-08-28 16:40:00,2025-08-28 17:10:00
long,7.07,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-28 17:20:00,2025-08-28 17:50:00
long,-0.7,17,2025-08,2025Q3,parent_kept(부모 유지),2025-08-28 17:55:00,2025-08-28 18:35:00
long,6.17,18,2025-08,2025Q3,parent_kept(부모 유지),2025-08-28 18:45:00,2025-08-28 19:50:00
long,-14.09,20,2025-08,2025Q3,parent_kept(부모 유지),2025-08-28 20:05:00,2025-08-29 16:40:00
short,-1.12,17,2025-08,2025Q3,synthetic_short(합성 숏),2025-08-29 17:05:00,2025-08-29 17:35:00
long,-10.08,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-02 17:30:00,2025-09-02 18:00:00
long,3.84,16,2025-09,2025Q3,parent_kept(부모 유지),2025-09-03 16:40:00,2025-09-03 17:10:00
long,11.46,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-03 17:15:00,2025-09-03 17:45:00
long,-3.37,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-03 17:50:00,2025-09-03 18:20:00
long,-1.05,18,2025-09,2025Q3,parent_kept(부모 유지),2025-09-03 18:30:00,2025-09-03 19:00:00
long,-0.08,21,2025-09,2025Q3,parent_kept(부모 유지),2025-09-03 21:10:00,2025-09-03 21:45:00
long,13.33,21,2025-09,2025Q3,parent_kept(부모 유지),2025-09-03 21:55:00,2025-09-04 16:55:00
long,6.23,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-04 17:15:00,2025-09-04 17:45:00
long,1.51,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-04 17:50:00,2025-09-04 18:35:00
long,-4.15,16,2025-09,2025Q3,parent_kept(부모 유지),2025-09-05 16:40:00,2025-09-05 17:10:00
short,2.867,17,2025-09,2025Q3,synthetic_short(합성 숏),2025-09-05 17:25:00,2025-09-05 17:55:00
short,-8.65,18,2025-09,2025Q3,parent_kept(부모 유지),2025-09-05 18:05:00,2025-09-05 18:35:00
long,-1.11,18,2025-09,2025Q3,parent_kept(부모 유지),2025-09-05 18:50:00,2025-09-05 19:20:00
long,0.57,19,2025-09,2025Q3,parent_kept(부모 유지),2025-09-05 19:25:00,2025-09-05 20:00:00
long,-2.2,20,2025-09,2025Q3,parent_kept(부모 유지),2025-09-05 20:35:00,2025-09-05 21:10:00
long,-4.23,16,2025-09,2025Q3,parent_kept(부모 유지),2025-09-08 16:55:00,2025-09-08 17:25:00
long,-0.87,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-08 17:35:00,2025-09-08 18:25:00
long,-0.82,20,2025-09,2025Q3,parent_kept(부모 유지),2025-09-08 20:10:00,2025-09-08 20:55:00
long,-0.38,16,2025-09,2025Q3,parent_kept(부모 유지),2025-09-09 16:40:00,2025-09-09 17:10:00
long,-7.58,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-09 17:15:00,2025-09-09 17:50:00
long,3.31,19,2025-09,2025Q3,parent_kept(부모 유지),2025-09-09 19:00:00,2025-09-09 19:40:00
long,1.81,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-10 17:15:00,2025-09-10 17:50:00
long,-1.22,18,2025-09,2025Q3,parent_kept(부모 유지),2025-09-10 18:30:00,2025-09-10 19:05:00
long,13.83,21,2025-09,2025Q3,parent_kept(부모 유지),2025-09-10 21:55:00,2025-09-11 17:05:00
long,5.26,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-11 17:20:00,2025-09-11 17:50:00
long,-0.58,16,2025-09,2025Q3,parent_kept(부모 유지),2025-09-16 16:50:00,2025-09-16 17:25:00
long,-4.67,16,2025-09,2025Q3,parent_kept(부모 유지),2025-09-17 16:55:00,2025-09-17 17:25:00
long,-3.32,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-17 17:35:00,2025-09-17 18:10:00
long,-11.68,21,2025-09,2025Q3,parent_kept(부모 유지),2025-09-17 21:10:00,2025-09-17 21:40:00
long,27.47,22,2025-09,2025Q3,parent_kept(부모 유지),2025-09-17 22:05:00,2025-09-18 17:05:00
long,1.88,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-18 17:10:00,2025-09-18 17:50:00
long,4.91,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-18 17:55:00,2025-09-18 18:25:00
long,3.31,19,2025-09,2025Q3,parent_kept(부모 유지),2025-09-18 19:00:00,2025-09-18 19:30:00
long,-2.18,16,2025-09,2025Q3,parent_kept(부모 유지),2025-09-19 16:55:00,2025-09-19 17:25:00
long,4.09,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-22 17:00:00,2025-09-22 18:55:00
long,0.24,16,2025-09,2025Q3,parent_kept(부모 유지),2025-09-23 16:55:00,2025-09-23 17:35:00
short,-0.945,20,2025-09,2025Q3,synthetic_short(합성 숏),2025-09-23 20:45:00,2025-09-23 21:15:00
long,-0.9,16,2025-09,2025Q3,parent_kept(부모 유지),2025-09-24 16:40:00,2025-09-24 17:15:00
long,-2.92,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-24 17:30:00,2025-09-24 18:05:00
long,-4.66,18,2025-09,2025Q3,parent_kept(부모 유지),2025-09-24 18:50:00,2025-09-24 19:35:00
long,-2.42,20,2025-09,2025Q3,parent_kept(부모 유지),2025-09-24 20:45:00,2025-09-24 21:15:00
long,-1.82,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-25 17:35:00,2025-09-25 18:05:00
long,3.53,18,2025-09,2025Q3,parent_kept(부모 유지),2025-09-25 18:15:00,2025-09-25 18:45:00
long,-6.72,16,2025-09,2025Q3,parent_kept(부모 유지),2025-09-26 16:45:00,2025-09-26 17:15:00
long,1.27,18,2025-09,2025Q3,parent_kept(부모 유지),2025-09-26 18:25:00,2025-09-26 18:55:00
long,2.01,19,2025-09,2025Q3,parent_kept(부모 유지),2025-09-26 19:25:00,2025-09-26 20:00:00
long,9.51,16,2025-09,2025Q3,parent_kept(부모 유지),2025-09-29 16:40:00,2025-09-29 17:10:00
long,-0.62,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-29 17:15:00,2025-09-29 17:45:00
long,-4.57,18,2025-09,2025Q3,parent_kept(부모 유지),2025-09-29 18:15:00,2025-09-29 18:50:00
long,7.16,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-30 17:10:00,2025-09-30 17:50:00
long,-4.93,17,2025-09,2025Q3,parent_kept(부모 유지),2025-09-30 17:55:00,2025-09-30 18:30:00
long,2.41,18,2025-09,2025Q3,parent_kept(부모 유지),2025-09-30 18:40:00,2025-09-30 19:15:00
long,3.81,20,2025-09,2025Q3,parent_kept(부모 유지),2025-09-30 20:30:00,2025-09-30 21:10:00
long,3.73,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-01 17:20:00,2025-10-01 17:55:00
long,-8.67,16,2025-10,2025Q4,parent_kept(부모 유지),2025-10-03 16:40:00,2025-10-03 17:10:00
long,3.66,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-03 17:25:00,2025-10-03 18:00:00
long,-0.37,20,2025-10,2025Q4,parent_kept(부모 유지),2025-10-03 20:45:00,2025-10-03 21:20:00
long,-0.32,16,2025-10,2025Q4,parent_kept(부모 유지),2025-10-06 16:50:00,2025-10-06 17:20:00
long,3.39,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-06 17:55:00,2025-10-06 18:35:00
long,-8.96,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-07 17:45:00,2025-10-07 18:15:00
long,2.81,21,2025-10,2025Q4,parent_kept(부모 유지),2025-10-07 21:10:00,2025-10-07 21:55:00
long,7.76,16,2025-10,2025Q4,parent_kept(부모 유지),2025-10-08 16:45:00,2025-10-08 17:20:00
long,-2.85,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-09 17:00:00,2025-10-09 17:30:00
long,3.96,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-09 18:40:00,2025-10-09 19:10:00
long,-3.5,20,2025-10,2025Q4,parent_kept(부모 유지),2025-10-09 20:05:00,2025-10-09 20:35:00
long,0.03,20,2025-10,2025Q4,parent_kept(부모 유지),2025-10-09 20:50:00,2025-10-09 21:35:00
long,-1.42,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-10 17:10:00,2025-10-10 17:40:00
short,30.08,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-10 18:05:00,2025-10-10 18:35:00
short,-7.46,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-10 18:40:00,2025-10-10 19:10:00
short,-10.9,20,2025-10,2025Q4,parent_kept(부모 유지),2025-10-10 20:10:00,2025-10-10 20:40:00
long,0.88,16,2025-10,2025Q4,parent_kept(부모 유지),2025-10-13 16:50:00,2025-10-13 17:25:00
long,-2.9,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-13 17:30:00,2025-10-13 18:10:00
long,2.66,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-13 18:20:00,2025-10-13 19:00:00
long,2.17,19,2025-10,2025Q4,parent_kept(부모 유지),2025-10-13 19:05:00,2025-10-13 19:35:00
long,14.47,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-14 17:00:00,2025-10-14 17:30:00
long,3.83,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-14 17:35:00,2025-10-14 18:05:00
long,-0.07,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-14 18:10:00,2025-10-14 18:40:00
long,1.68,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-14 18:45:00,2025-10-14 19:15:00
long,9.78,19,2025-10,2025Q4,parent_kept(부모 유지),2025-10-14 19:20:00,2025-10-14 19:50:00
long,-0.3,19,2025-10,2025Q4,parent_kept(부모 유지),2025-10-14 19:55:00,2025-10-14 20:25:00
long,-2.8,20,2025-10,2025Q4,parent_kept(부모 유지),2025-10-14 20:30:00,2025-10-14 21:00:00
long,15.91,16,2025-10,2025Q4,parent_kept(부모 유지),2025-10-15 16:40:00,2025-10-15 17:10:00
long,1.44,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-15 17:15:00,2025-10-15 17:45:00
long,-3.58,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-15 17:50:00,2025-10-15 18:20:00
long,-15.26,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-15 18:25:00,2025-10-15 18:55:00
long,-5.73,19,2025-10,2025Q4,parent_kept(부모 유지),2025-10-15 19:30:00,2025-10-15 20:00:00
short,-14.16,20,2025-10,2025Q4,parent_kept(부모 유지),2025-10-15 20:20:00,2025-10-15 20:50:00
long,1.47,21,2025-10,2025Q4,parent_kept(부모 유지),2025-10-15 21:00:00,2025-10-15 21:35:00
long,17.24,21,2025-10,2025Q4,parent_kept(부모 유지),2025-10-15 21:40:00,2025-10-16 16:45:00
long,1.83,16,2025-10,2025Q4,parent_kept(부모 유지),2025-10-16 16:50:00,2025-10-16 17:20:00
long,5.13,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-16 17:25:00,2025-10-16 17:55:00
long,-6.95,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-16 18:00:00,2025-10-16 18:30:00
long,-9.27,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-16 18:35:00,2025-10-16 19:05:00
short,7.61,19,2025-10,2025Q4,parent_kept(부모 유지),2025-10-16 19:25:00,2025-10-16 19:55:00
long,5.64,20,2025-10,2025Q4,parent_kept(부모 유지),2025-10-16 20:05:00,2025-10-16 20:35:00
long,-13.36,20,2025-10,2025Q4,parent_kept(부모 유지),2025-10-16 20:40:00,2025-10-16 21:10:00
short,-9.05,21,2025-10,2025Q4,parent_kept(부모 유지),2025-10-16 21:20:00,2025-10-16 21:50:00
long,23.58,16,2025-10,2025Q4,parent_kept(부모 유지),2025-10-17 16:45:00,2025-10-17 17:15:00
long,-6.01,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-17 17:20:00,2025-10-17 17:50:00
long,-10.42,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-17 17:55:00,2025-10-17 18:25:00
long,9.88,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-17 18:55:00,2025-10-17 19:25:00
long,-4.71,19,2025-10,2025Q4,parent_kept(부모 유지),2025-10-17 19:30:00,2025-10-17 20:00:00
long,1.76,20,2025-10,2025Q4,parent_kept(부모 유지),2025-10-17 20:05:00,2025-10-17 20:35:00
long,7.87,21,2025-10,2025Q4,parent_kept(부모 유지),2025-10-17 21:00:00,2025-10-17 21:30:00
long,0.79,21,2025-10,2025Q4,parent_kept(부모 유지),2025-10-17 21:35:00,2025-10-17 22:05:00
long,3.86,16,2025-10,2025Q4,parent_kept(부모 유지),2025-10-20 16:40:00,2025-10-20 17:10:00
long,-1.45,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-21 17:00:00,2025-10-21 17:30:00
long,-1.07,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-21 18:10:00,2025-10-21 18:40:00
long,-13.4,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-22 17:05:00,2025-10-22 17:35:00
long,-9.55,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-22 18:55:00,2025-10-22 19:25:00
short,3.48,20,2025-10,2025Q4,synthetic_short(합성 숏),2025-10-22 20:30:00,2025-10-22 21:00:00
long,5.54,16,2025-10,2025Q4,parent_kept(부모 유지),2025-10-23 16:40:00,2025-10-23 17:10:00
long,2.71,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-23 17:15:00,2025-10-23 17:45:00
long,-3.85,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-23 17:50:00,2025-10-23 18:20:00
long,2.98,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-23 18:25:00,2025-10-23 18:55:00
long,4.08,19,2025-10,2025Q4,parent_kept(부모 유지),2025-10-23 19:00:00,2025-10-23 19:55:00
long,2.91,20,2025-10,2025Q4,parent_kept(부모 유지),2025-10-23 20:15:00,2025-10-23 20:45:00
long,2.46,16,2025-10,2025Q4,parent_kept(부모 유지),2025-10-24 16:40:00,2025-10-24 17:10:00
long,-0.75,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-24 17:15:00,2025-10-24 17:45:00
long,6.13,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-24 18:00:00,2025-10-24 18:35:00
long,2.86,16,2025-10,2025Q4,parent_kept(부모 유지),2025-10-27 16:40:00,2025-10-27 17:10:00
long,3.26,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-27 17:25:00,2025-10-27 17:55:00
long,2.26,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-27 18:10:00,2025-10-27 18:40:00
long,0.56,16,2025-10,2025Q4,parent_kept(부모 유지),2025-10-28 16:40:00,2025-10-28 17:10:00
long,2.52,19,2025-10,2025Q4,parent_kept(부모 유지),2025-10-28 19:40:00,2025-10-28 20:20:00
long,2.74,19,2025-10,2025Q4,parent_kept(부모 유지),2025-10-29 19:10:00,2025-10-29 20:25:00
long,-3.0,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-30 17:15:00,2025-10-30 17:45:00
long,0.41,17,2025-10,2025Q4,parent_kept(부모 유지),2025-10-30 17:50:00,2025-10-30 18:20:00
long,-6.77,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-30 18:30:00,2025-10-30 19:00:00
long,-1.61,19,2025-10,2025Q4,parent_kept(부모 유지),2025-10-30 19:10:00,2025-10-30 19:40:00
long,-10.8,18,2025-10,2025Q4,parent_kept(부모 유지),2025-10-31 18:35:00,2025-10-31 19:05:00
long,0.58,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-03 18:10:00,2025-11-03 18:40:00
long,4.76,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-03 18:45:00,2025-11-03 19:20:00
long,1.96,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-03 19:35:00,2025-11-03 20:20:00
long,-1.05,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-04 17:05:00,2025-11-04 17:35:00
long,-9.47,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-04 17:40:00,2025-11-04 18:10:00
long,0.68,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-05 17:00:00,2025-11-05 17:30:00
long,1.24,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-05 17:35:00,2025-11-05 18:05:00
long,2.79,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-05 18:10:00,2025-11-05 18:40:00
long,-0.12,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-05 18:45:00,2025-11-05 19:15:00
long,4.06,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-05 19:20:00,2025-11-05 19:55:00
short,0.105,17,2025-11,2025Q4,synthetic_short(합성 숏),2025-11-06 17:00:00,2025-11-06 17:30:00
short,2.92,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-06 17:40:00,2025-11-06 18:10:00
short,-0.05,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-06 18:45:00,2025-11-06 19:15:00
long,-2.27,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-07 17:05:00,2025-11-07 17:35:00
long,55.16,21,2025-11,2025Q4,parent_kept(부모 유지),2025-11-07 21:50:00,2025-11-10 16:50:00
long,4.02,16,2025-11,2025Q4,parent_kept(부모 유지),2025-11-10 16:55:00,2025-11-10 17:25:00
long,-12.0,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-10 17:30:00,2025-11-10 18:00:00
long,11.41,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-10 19:15:00,2025-11-10 19:55:00
long,3.12,20,2025-11,2025Q4,parent_kept(부모 유지),2025-11-10 20:05:00,2025-11-10 21:10:00
long,5.36,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-11 18:45:00,2025-11-11 19:35:00
long,3.99,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-12 19:15:00,2025-11-12 19:45:00
long,3.34,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-12 19:55:00,2025-11-12 20:30:00
short,1.51,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-13 17:55:00,2025-11-13 18:25:00
short,-0.17,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-13 18:45:00,2025-11-13 19:15:00
long,6.18,16,2025-11,2025Q4,parent_kept(부모 유지),2025-11-14 16:45:00,2025-11-14 17:15:00
long,21.77,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-14 17:20:00,2025-11-14 17:50:00
long,7.91,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-14 17:55:00,2025-11-14 18:25:00
long,0.41,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-14 18:30:00,2025-11-14 19:00:00
long,-4.26,20,2025-11,2025Q4,parent_kept(부모 유지),2025-11-14 20:00:00,2025-11-14 20:30:00
long,-2.51,21,2025-11,2025Q4,parent_kept(부모 유지),2025-11-14 21:35:00,2025-11-17 16:45:00
long,-3.27,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-17 17:05:00,2025-11-17 17:35:00
long,-8.98,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-17 17:40:00,2025-11-17 18:15:00
long,2.73,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-17 18:40:00,2025-11-17 19:20:00
long,-19.6,16,2025-11,2025Q4,parent_kept(부모 유지),2025-11-18 16:40:00,2025-11-18 17:10:00
short,6.06,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-18 17:25:00,2025-11-18 17:55:00
long,14.48,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-18 18:15:00,2025-11-18 18:45:00
long,-2.03,20,2025-11,2025Q4,parent_kept(부모 유지),2025-11-18 20:30:00,2025-11-18 21:00:00
long,2.49,21,2025-11,2025Q4,parent_kept(부모 유지),2025-11-18 21:05:00,2025-11-18 21:45:00
long,-0.02,21,2025-11,2025Q4,parent_kept(부모 유지),2025-11-18 21:50:00,2025-11-19 16:50:00
long,12.34,16,2025-11,2025Q4,parent_kept(부모 유지),2025-11-19 16:55:00,2025-11-19 17:25:00
long,-18.68,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-19 17:30:00,2025-11-19 18:00:00
long,-6.22,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-19 18:05:00,2025-11-19 18:35:00
short,10.39,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-19 19:10:00,2025-11-19 19:40:00
short,-5.25,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-19 19:45:00,2025-11-19 20:15:00
long,-1.93,20,2025-11,2025Q4,parent_kept(부모 유지),2025-11-19 20:20:00,2025-11-19 20:50:00
long,-3.4,20,2025-11,2025Q4,parent_kept(부모 유지),2025-11-19 20:55:00,2025-11-19 21:25:00
long,60.88,22,2025-11,2025Q4,parent_kept(부모 유지),2025-11-19 22:05:00,2025-11-20 17:05:00
long,9.26,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-20 17:10:00,2025-11-20 17:40:00
long,-28.92,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-20 17:45:00,2025-11-20 18:15:00
short,19.08,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-20 18:20:00,2025-11-20 18:50:00
short,10.31,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-20 19:00:00,2025-11-20 19:30:00
short,-7.78,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-20 19:40:00,2025-11-20 20:10:00
long,-1.73,16,2025-11,2025Q4,parent_kept(부모 유지),2025-11-21 16:40:00,2025-11-21 17:10:00
long,-7.63,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-21 17:15:00,2025-11-21 17:45:00
long,-9.4,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-21 17:50:00,2025-11-21 18:20:00
long,19.59,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-21 18:30:00,2025-11-21 19:00:00
long,1.47,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-21 19:05:00,2025-11-21 19:40:00
long,-16.18,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-21 19:45:00,2025-11-21 20:20:00
long,14.61,20,2025-11,2025Q4,parent_kept(부모 유지),2025-11-21 20:45:00,2025-11-21 21:15:00
long,-6.1,21,2025-11,2025Q4,parent_kept(부모 유지),2025-11-21 21:20:00,2025-11-21 21:50:00
long,19.71,21,2025-11,2025Q4,parent_kept(부모 유지),2025-11-21 21:55:00,2025-11-24 16:55:00
long,5.57,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-24 17:00:00,2025-11-24 17:30:00
long,7.11,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-24 17:35:00,2025-11-24 18:05:00
long,-0.03,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-24 18:10:00,2025-11-24 18:40:00
long,0.58,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-24 18:45:00,2025-11-24 19:25:00
long,4.19,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-24 19:35:00,2025-11-24 20:10:00
long,-0.87,20,2025-11,2025Q4,parent_kept(부모 유지),2025-11-24 20:20:00,2025-11-24 20:50:00
long,4.08,16,2025-11,2025Q4,parent_kept(부모 유지),2025-11-25 16:45:00,2025-11-25 17:10:00
short,2.71,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-25 17:10:00,2025-11-25 17:15:00
long,10.09,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-25 17:15:00,2025-11-25 17:45:00
long,2.01,17,2025-11,2025Q4,parent_kept(부모 유지),2025-11-25 17:50:00,2025-11-25 18:20:00
long,4.52,18,2025-11,2025Q4,parent_kept(부모 유지),2025-11-25 18:25:00,2025-11-25 18:55:00
long,13.94,19,2025-11,2025Q4,parent_kept(부모 유지),2025-11-25 19:00:00,2025-11-25 19:35:00
